resource_id,title,description,topics,difficulty,format,duration_minutes,cost_type,price_usd,provider,quality_score,accessibility_score,has_captions,has_transcript,prerequisites,language,resource_url,popularity_score
R0255,Python Practice Lab 255,An original advanced learning resource that develops python concepts through tutorial activities and connects them with mathematics practice.,Python|Mathematics,Advanced,Tutorial,240,Free,0.0,Bridge Learning,0.736,0.891,True,True,Python,English,https://example.org/learnbridge/resources/R0255,0.065
R0256,Cloud computing Essentials 256,An original intermediate learning resource that develops cloud computing concepts through article activities and connects them with machine learning practice.,Cloud computing|Machine learning,Intermediate,Article,45,Paid,39.0,Willow Learning,0.979,0.821,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0256,0.499
R0257,Mathematics Essentials 257,An original beginner learning resource that develops mathematics concepts through practice quiz activities and connects them with cloud computing practice.,Mathematics|Cloud computing,Beginner,Practice quiz,120,Free,0.0,Sprout Learning,0.558,0.942,True,True,None,English,https://example.org/learnbridge/resources/R0257,0.562
R0258,Mathematics Essentials 258,An original advanced learning resource that develops mathematics concepts through article activities and connects them with responsible ai practice.,Mathematics|Responsible AI,Advanced,Article,120,Free,0.0,Forge Learning,0.765,0.942,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0258,0.506
R0259,Computer vision Field Guide 259,An original intermediate learning resource that develops computer vision concepts through video activities and connects them with python practice.,Computer vision|Python,Intermediate,Video,20,Free,0.0,Summit Learning,0.529,0.84,True,True,Python,English,https://example.org/learnbridge/resources/R0259,0.236
R0260,NLP Applied Path 260,An original beginner learning resource that develops nlp concepts through project activities and connects them with cloud computing practice.,NLP|Cloud computing,Beginner,Project,360,Free,0.0,Nexus Learning,0.66,0.973,True,True,None,English,https://example.org/learnbridge/resources/R0260,0.341
R0261,Python Foundations 261,An original beginner learning resource that develops python concepts through project activities and connects them with deep learning practice.,Python|Deep learning,Beginner,Project,120,Paid,9.0,Summit Learning,0.56,0.993,True,True,None,English,https://example.org/learnbridge/resources/R0261,0.694
R0262,Responsible AI Applied Path 262,An original beginner learning resource that develops responsible ai concepts through tutorial activities and connects them with mathematics practice.,Responsible AI|Mathematics,Beginner,Tutorial,480,Free,0.0,Sprout Learning,0.609,0.839,True,True,None,English,https://example.org/learnbridge/resources/R0262,0.381
R0263,Cloud computing Essentials 263,An original beginner learning resource that develops cloud computing concepts through course activities and connects them with data science practice.,Cloud computing|Data science,Beginner,Course,90,Free,0.0,Summit Learning,0.453,0.826,True,True,None,English,https://example.org/learnbridge/resources/R0263,0.739
R0264,Software engineering Foundations 264,An original intermediate learning resource that develops software engineering concepts through practice quiz activities and connects them with python practice.,Software engineering|Python,Intermediate,Practice quiz,90,Free,0.0,Quill Learning,0.734,0.898,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0264,0.515
R0265,Responsible AI Essentials 265,An original beginner learning resource that develops responsible ai concepts through interactive exercise activities and connects them with nlp practice.,Responsible AI|NLP,Beginner,Interactive exercise,480,Free,0.0,Bridge Learning,0.512,0.906,True,True,None,English,https://example.org/learnbridge/resources/R0265,0.286
R0266,Statistics Foundations 266,An original intermediate learning resource that develops statistics concepts through interactive exercise activities and connects them with python practice.,Statistics|Python,Intermediate,Interactive exercise,30,Free,0.0,Compass Learning,0.894,0.877,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0266,0.38
R0267,Responsible AI Applied Path 267,An original beginner learning resource that develops responsible ai concepts through video activities and connects them with statistics practice.,Responsible AI|Statistics,Beginner,Video,45,Paid,9.0,Sprout Learning,0.812,0.457,False,False,None,English,https://example.org/learnbridge/resources/R0267,0.621
R0268,Cloud computing Foundations 268,An original intermediate learning resource that develops cloud computing concepts through video activities and connects them with computer vision practice.,Cloud computing|Computer vision,Intermediate,Video,45,Paid,9.0,Orbit Learning,0.546,0.943,True,True,Cloud computing,English,https://example.org/learnbridge/resources/R0268,0.17
R0269,Computer vision Essentials 269,An original intermediate learning resource that develops computer vision concepts through course activities and connects them with deep learning practice.,Computer vision|Deep learning,Intermediate,Course,20,Free,0.0,Bridge Learning,0.796,0.878,True,True,Computer vision,English,https://example.org/learnbridge/resources/R0269,0.449
R0270,Data science Practice Lab 270,An original advanced learning resource that develops data science concepts through video activities and connects them with computer vision practice.,Data science|Computer vision,Advanced,Video,90,Free,0.0,Circuit Learning,0.894,0.856,True,True,Statistics,English,https://example.org/learnbridge/resources/R0270,0.166
R0271,Cloud computing Essentials 271,An original advanced learning resource that develops cloud computing concepts through article activities and connects them with sql practice.,Cloud computing|SQL,Advanced,Article,120,Free,0.0,Nexus Learning,0.526,0.991,True,True,Cloud computing,English,https://example.org/learnbridge/resources/R0271,0.14
R0272,Data science Applied Path 272,An original beginner learning resource that develops data science concepts through practice quiz activities and connects them with nlp practice.,Data science|NLP,Beginner,Practice quiz,120,Paid,59.0,Atlas Learning,0.537,0.842,True,True,None,English,https://example.org/learnbridge/resources/R0272,0.411
R0273,Software engineering Field Guide 273,An original advanced learning resource that develops software engineering concepts through tutorial activities and connects them with python practice.,Software engineering|Python,Advanced,Tutorial,360,Free,0.0,Nova Learning,0.557,0.815,True,True,Software engineering,English,https://example.org/learnbridge/resources/R0273,0.532
R0274,Statistics Applied Path 274,An original beginner learning resource that develops statistics concepts through video activities and connects them with data science practice.,Statistics|Data science,Beginner,Video,120,Paid,25.0,Atlas Learning,0.755,0.866,True,True,None,English,https://example.org/learnbridge/resources/R0274,0.382
R0275,Statistics Practice Lab 275,An original intermediate learning resource that develops statistics concepts through practice quiz activities and connects them with sql practice.,Statistics|SQL,Intermediate,Practice quiz,120,Free,0.0,Beacon Learning,0.69,0.827,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0275,0.786
R0276,Data science Applied Path 276,An original advanced learning resource that develops data science concepts through article activities and connects them with nlp practice.,Data science|NLP,Advanced,Article,60,Paid,9.0,Bridge Learning,0.909,0.853,True,True,Data science,English,https://example.org/learnbridge/resources/R0276,0.46
R0277,Statistics Field Guide 277,An original intermediate learning resource that develops statistics concepts through tutorial activities and connects them with python practice.,Statistics|Python,Intermediate,Tutorial,360,Paid,39.0,Pixel Learning,0.931,0.894,True,True,Python,English,https://example.org/learnbridge/resources/R0277,0.673
R0278,Data science Workshop 278,An original beginner learning resource that develops data science concepts through video activities and connects them with deep learning practice.,Data science|Deep learning,Beginner,Video,480,Free,0.0,Beacon Learning,0.536,0.951,True,True,None,English,https://example.org/learnbridge/resources/R0278,0.351
